agent;timestep;position;direction;status;given_command
5;30;(40, 18);e;moving;move_forward
0;31;(5, 17);e;moving;move_forward
1;31;None;n;waiting;nothing
2;31;(34, 45);n;moving;move_forward
3;31;None;n;ready to depart;nothing
4;31;None;n;waiting;nothing
5;31;(40, 19);e;moving;move_forward
0;32;(5, 18);e;moving;move_forward
1;32;None;n;waiting;nothing
2;32;(33, 45);n;moving;move_forward
3;32;None;n;ready to depart;nothing
4;32;None;n;waiting;nothing
5;32;(40, 20);e;moving;move_forward
0;33;(5, 19);e;moving;move_forward
1;33;None;n;waiting;nothing
2;33;(32, 45);n;moving;move_forward
3;33;None;n;ready to depart;nothing
4;33;None;n;waiting;nothing
5;33;(40, 21);e;moving;move_forward
0;34;(5, 20);e;moving;move_forward
1;34;None;n;waiting;nothing
2;34;(31, 45);n;moving;move_forward
3;34;None;n;ready to depart;nothing
4;34;None;n;waiting;nothing
5;34;(40, 22);e;moving;move_forward
0;35;(5, 21);e;moving;move_forward
1;35;None;n;waiting;nothing
2;35;(30, 45);n;moving;move_forward
3;35;None;n;ready to depart;nothing
4;35;None;n;waiting;nothing
5;35;(40, 23);e;moving;move_forward
0;36;(5, 22);e;moving;move_forward
1;36;None;n;waiting;nothing
2;36;(29, 45);n;moving;move_forward
3;36;None;n;ready to depart;nothing
4;36;None;n;waiting;nothing
5;36;(40, 24);e;moving;move_forward
0;37;(5, 23);e;moving;move_forward
1;37;None;n;waiting;nothing
2;37;(28, 45);n;moving;move_forward
3;37;None;n;ready to depart;nothing
4;37;None;n;waiting;nothing
5;37;(40, 25);e;moving;move_forward
0;38;(5, 24);e;moving;move_forward
1;38;None;n;waiting;nothing
2;38;(27, 45);n;moving;move_forward
3;38;None;n;ready to depart;nothing
4;38;None;n;waiting;nothing
5;38;(40, 26);e;moving;move_forward
0;39;(5, 25);e;moving;move_forward
1;39;None;n;waiting;nothing
2;39;(26, 45);n;moving;move_right
3;39;None;n;ready to depart;nothing
4;39;None;n;waiting;nothing
5;39;(40, 27);e;moving;move_forward
0;40;(5, 26);e;moving;move_forward
1;40;None;n;waiting;nothing
2;40;(26, 46);e;moving;move_forward
3;40;None;n;ready to depart;nothing
4;40;None;n;waiting;nothing
5;40;(40, 28);e;moving;move_forward
0;41;(5, 27);e;moving;move_forward
1;41;None;n;waiting;nothing
2;41;(26, 47);e;moving;move_forward
3;41;None;n;ready to depart;nothing
4;41;None;n;waiting;nothing
5;41;(40, 29);e;moving;move_forward
0;42;(5, 28);e;moving;move_forward
1;42;None;n;waiting;nothing
2;42;(26, 48);e;moving;move_forward
3;42;None;n;ready to depart;move_forward
4;42;None;n;waiting;nothing
5;42;(40, 30);e;moving;move_forward
0;43;(5, 29);e;moving;move_forward
1;43;None;n;waiting;nothing
2;43;(26, 49);e;moving;move_left
3;43;(9, 39);n;moving;wait
4;43;None;n;waiting;nothing
5;43;(40, 31);e;moving;move_forward
0;44;(5, 30);e;moving;move_forward
1;44;None;n;ready to depart;nothing
2;44;(25, 49);n;moving;move_forward
3;44;(9, 39);n;stopped;wait
4;44;None;n;waiting;nothing
5;44;(40, 32);e;moving;move_forward
0;45;(5, 31);e;moving;move_forward
1;45;None;n;ready to depart;nothing
2;45;(24, 49);n;moving;move_forward
3;45;(9, 39);n;stopped;wait
4;45;None;n;waiting;nothing
5;45;(40, 33);e;moving;move_forward
0;46;(5, 32);e;moving;move_forward
1;46;None;n;ready to depart;nothing
2;46;(23, 49);n;moving;move_forward
3;46;(9, 39);n;stopped;wait
4;46;None;n;waiting;nothing
5;46;(40, 34);e;moving;move_forward
0;47;(5, 33);e;moving;move_forward
1;47;None;n;ready to depart;nothing
2;47;(22, 49);n;moving;move_forward
3;47;(9, 39);n;stopped;wait
4;47;None;n;waiting;nothing
5;47;(40, 35);e;moving;move_right
0;48;(5, 34);e;moving;wait
1;48;None;n;ready to depart;nothing
2;48;(21, 49);n;moving;move_forward
3;48;(9, 39);n;stopped;wait
4;48;None;n;waiting;nothing
5;48;(41, 35);s;moving;move_forward
0;49;(5, 34);e;stopped;wait
1;49;None;n;ready to depart;nothing
2;49;(20, 49);n;moving;move_forward
3;49;(9, 39);n;stopped;wait
4;49;None;n;waiting;nothing
5;49;(42, 35);s;moving;move_forward
0;50;(5, 34);e;stopped;wait
1;50;None;n;ready to depart;nothing
2;50;(19, 49);n;moving;move_forward
3;50;(9, 39);n;stopped;wait
4;50;None;n;waiting;nothing
5;50;(43, 35);s;moving;move_forward
0;51;(5, 34);e;stopped;move_forward
1;51;None;n;ready to depart;nothing
2;51;(18, 49);n;moving;move_left
3;51;(9, 39);n;stopped;wait
4;51;None;n;waiting;nothing
5;51;(44, 35);s;moving;move_forward
0;52;(5, 35);e;moving;move_forward
1;52;None;n;ready to depart;nothing
2;52;(18, 48);w;moving;move_forward
3;52;(9, 39);n;stopped;wait
4;52;None;n;waiting;nothing
5;52;(45, 35);s;moving;move_forward
0;53;(5, 36);e;moving;move_forward
1;53;None;n;ready to depart;nothing
2;53;(18, 47);w;moving;move_forward
3;53;(9, 39);n;stopped;move_forward
4;53;None;n;waiting;nothing
5;53;(46, 35);s;moving;move_forward
0;54;(5, 37);e;moving;move_forward
1;54;None;n;ready to depart;nothing
2;54;(18, 46);w;moving;move_forward
3;54;(8, 39);n;moving;wait
4;54;None;n;waiting;nothing
5;54;(47, 35);s;moving;move_forward
0;55;(5, 38);e;moving;wait
1;55;None;n;ready to depart;nothing
2;55;(18, 45);w;moving;move_forward
3;55;(8, 39);n;stopped;wait
4;55;None;n;waiting;nothing
5;55;(48, 35);s;moving;move_left
0;56;(5, 38);e;stopped;move_forward
1;56;None;n;ready to depart;nothing
2;56;(18, 44);w;moving;move_forward
3;56;(8, 39);n;stopped;wait
4;56;None;n;waiting;nothing
5;56;(48, 36);e;moving;move_forward
0;57;(5, 39);e;moving;move_right
1;57;None;n;ready to depart;nothing
2;57;(18, 43);w;moving;move_forward
3;57;(8, 39);n;stopped;wait
4;57;None;n;waiting;nothing
5;57;(48, 37);e;moving;move_forward
0;58;(6, 39);s;moving;move_forward
1;58;None;n;ready to depart;nothing
2;58;(18, 42);w;moving;move_forward
3;58;(8, 39);n;stopped;wait
4;58;None;n;waiting;nothing
5;58;(48, 38);e;moving;move_forward
0;59;(7, 39);s;moving;move_left
1;59;None;n;ready to depart;nothing
2;59;(18, 41);w;moving;move_forward
3;59;(8, 39);n;stopped;move_forward
4;59;None;n;waiting;nothing
5;59;(48, 39);e;moving;move_forward
0;60;(7, 40);e;moving;move_right
1;60;None;n;ready to depart;nothing
2;60;(18, 40);w;moving;move_forward
3;60;(7, 39);n;moving;move_forward
4;60;None;n;waiting;nothing
5;60;(48, 40);e;moving;move_forward
0;61;(8, 40);s;moving;wait
1;61;None;n;ready to depart;nothing
2;61;(18, 39);w;moving;move_right
3;61;(6, 39);n;moving;move_forward
4;61;None;n;waiting;nothing
5;61;(48, 41);e;moving;move_forward
0;62;(8, 40);s;stopped;wait
1;62;None;n;ready to depart;nothing
2;62;(17, 39);n;moving;move_forward
3;62;(5, 39);n;moving;move_left
4;62;None;n;waiting;nothing
5;62;(48, 42);e;moving;move_forward
0;63;(8, 40);s;stopped;move_forward
1;63;None;n;ready to depart;nothing
2;63;(16, 39);n;moving;move_forward
3;63;(5, 38);w;moving;move_forward
4;63;None;n;waiting;nothing
5;63;(48, 43);e;moving;move_forward
0;64;None;s;done;move_forward
1;64;None;n;ready to depart;nothing
2;64;(15, 39);n;moving;move_forward
3;64;(5, 37);w;moving;move_forward
4;64;None;n;waiting;nothing
5;64;(48, 44);e;moving;move_forward
0;65;None;s;done;nothing
1;65;None;n;ready to depart;nothing
2;65;(14, 39);n;moving;move_forward
3;65;(5, 36);w;moving;move_forward
4;65;None;n;waiting;nothing
5;65;(48, 45);e;moving;move_forward
1;66;None;n;ready to depart;nothing
2;66;(13, 39);n;moving;wait
3;66;(5, 35);w;moving;move_forward
4;66;None;n;waiting;nothing
5;66;(48, 46);e;moving;move_forward
1;67;None;n;ready to depart;nothing
2;67;(13, 39);n;stopped;move_forward
3;67;(5, 34);w;moving;move_forward
4;67;None;n;waiting;nothing
5;67;(48, 47);e;moving;move_forward
