agent;timestep;position;direction;status;given_command
9;21;(24, 34);n;moving;move_forward
0;22;(34, 12);e;moving;move_forward
1;22;None;e;waiting;nothing
2;22;(12, 32);s;stopped;wait
3;22;(16, 25);e;moving;move_forward
4;22;(41, 36);n;moving;move_forward
5;22;None;w;waiting;nothing
6;22;None;s;waiting;nothing
7;22;(20, 34);n;moving;wait
8;22;(46, 27);w;moving;move_forward
9;22;(23, 34);n;moving;move_forward
0;23;(34, 13);e;moving;move_forward
1;23;None;e;waiting;nothing
2;23;(12, 32);s;stopped;wait
3;23;(16, 26);e;moving;move_forward
4;23;(40, 36);n;moving;move_forward
5;23;None;w;waiting;nothing
6;23;None;s;waiting;nothing
7;23;(20, 34);n;stopped;wait
8;23;(46, 26);w;moving;move_forward
9;23;(22, 34);n;moving;move_forward
0;24;(34, 14);e;moving;move_forward
1;24;None;e;waiting;nothing
2;24;(12, 32);s;stopped;wait
3;24;(16, 27);e;moving;move_forward
4;24;(39, 36);n;moving;move_forward
5;24;None;w;waiting;nothing
6;24;None;s;waiting;nothing
7;24;(20, 34);n;stopped;move_forward
8;24;(46, 25);w;moving;move_forward
9;24;(21, 34);n;moving;move_forward
0;25;(34, 15);e;moving;move_forward
1;25;None;e;waiting;nothing
2;25;(12, 32);s;stopped;wait
3;25;(16, 28);e;moving;move_forward
4;25;(38, 36);n;moving;move_left
5;25;None;w;waiting;nothing
6;25;None;s;waiting;nothing
7;25;(19, 34);n;moving;move_forward
8;25;(46, 24);w;moving;move_forward
9;25;(20, 34);n;moving;move_forward
0;26;(34, 16);e;moving;move_forward
1;26;None;e;waiting;nothing
2;26;(12, 32);s;stopped;wait
3;26;(16, 29);e;moving;move_forward
4;26;(38, 35);w;moving;move_right
5;26;None;w;ready to depart;move_forward
6;26;None;s;waiting;nothing
7;26;(18, 34);n;moving;move_forward
8;26;(46, 23);w;moving;move_forward
9;26;(19, 34);n;moving;move_forward
0;27;(34, 17);e;moving;move_forward
1;27;None;e;waiting;nothing
2;27;(12, 32);s;stopped;wait
3;27;(16, 30);e;moving;move_forward
4;27;(37, 35);n;moving;move_forward
5;27;(16, 17);w;moving;move_forward
6;27;None;s;waiting;nothing
7;27;(17, 34);n;moving;move_forward
8;27;(46, 22);w;moving;move_forward
9;27;(18, 34);n;moving;move_forward
0;28;(34, 18);e;moving;move_forward
1;28;None;e;waiting;nothing
2;28;(12, 32);s;stopped;wait
3;28;(16, 31);e;moving;move_forward
4;28;(36, 35);n;moving;move_forward
5;28;(16, 16);w;moving;move_forward
6;28;None;s;waiting;nothing
7;28;(16, 34);n;moving;move_left
8;28;(46, 21);w;moving;move_forward
9;28;(17, 34);n;moving;move_forward
0;29;(34, 19);e;moving;move_forward
1;29;None;e;waiting;nothing
2;29;(12, 32);s;stopped;wait
3;29;(16, 32);e;moving;move_left
4;29;(35, 35);n;moving;move_forward
5;29;(16, 15);w;moving;move_forward
6;29;None;s;waiting;nothing
7;29;(16, 33);w;moving;move_forward
8;29;(46, 20);w;moving;move_forward
9;29;(16, 34);n;moving;move_left
0;30;(34, 20);e;moving;move_forward
1;30;None;e;waiting;nothing
2;30;(12, 32);s;stopped;wait
3;30;(15, 32);n;moving;move_forward
4;30;(34, 35);n;moving;move_forward
5;30;(16, 14);w;moving;move_forward
6;30;None;s;waiting;nothing
7;30;(16, 32);w;moving;move_forward
8;30;(46, 19);w;moving;move_forward
9;30;(16, 33);w;moving;move_forward
0;31;(34, 21);e;moving;move_forward
1;31;None;e;waiting;nothing
2;31;(12, 32);s;stopped;wait
3;31;(14, 32);n;moving;wait
4;31;(33, 35);n;moving;move_forward
5;31;(16, 13);w;moving;move_forward
6;31;None;s;waiting;nothing
7;31;(16, 31);w;moving;move_forward
8;31;(46, 18);w;moving;move_forward
9;31;(16, 32);w;moving;wait
0;32;(34, 22);e;moving;move_forward
1;32;None;e;waiting;nothing
2;32;(12, 32);s;stopped;wait
3;32;(14, 32);n;stopped;wait
4;32;(32, 35);n;moving;move_forward
5;32;(16, 12);w;moving;move_forward
6;32;None;s;waiting;nothing
7;32;(16, 30);w;moving;move_forward
8;32;(46, 17);w;moving;move_forward
9;32;(16, 32);w;stopped;move_forward
0;33;(34, 23);e;moving;move_forward
1;33;None;e;waiting;nothing
2;33;(12, 32);s;stopped;wait
3;33;(14, 32);n;stopped;wait
4;33;(31, 35);n;moving;move_forward
5;33;(16, 11);w;moving;move_forward
6;33;None;s;waiting;nothing
7;33;(16, 29);w;moving;move_forward
8;33;(46, 16);w;moving;move_forward
9;33;(16, 31);w;moving;move_forward
0;34;(34, 24);e;moving;move_forward
1;34;None;e;waiting;nothing
2;34;(12, 32);s;stopped;wait
3;34;(14, 32);n;stopped;wait
4;34;(30, 35);n;moving;move_left
5;34;(16, 10);w;moving;move_forward
6;34;None;s;waiting;nothing
7;34;(16, 28);w;moving;move_forward
8;34;(46, 15);w;moving;move_forward
9;34;(16, 30);w;moving;wait
0;35;(34, 25);e;moving;move_forward
1;35;None;e;waiting;nothing
2;35;(12, 32);s;stopped;wait
3;35;(14, 32);n;stopped;wait
4;35;(30, 34);w;moving;move_right
5;35;(16, 9);w;moving;move_forward
6;35;None;s;waiting;nothing
7;35;(16, 27);w;moving;move_forward
8;35;(46, 14);w;moving;move_forward
9;35;(16, 30);w;stopped;move_forward
0;36;(34, 26);e;moving;move_forward
1;36;None;e;waiting;nothing
2;36;(12, 32);s;stopped;wait
3;36;(14, 32);n;stopped;wait
4;36;(29, 34);n;moving;move_forward
5;36;(16, 8);w;moving;move_left
6;36;None;s;waiting;nothing
7;36;(16, 26);w;moving;move_forward
8;36;(46, 13);w;moving;move_forward
9;36;(16, 29);w;moving;move_forward
0;37;(34, 27);e;moving;move_forward
1;37;None;e;waiting;nothing
2;37;(12, 32);s;stopped;wait
3;37;(14, 32);n;stopped;wait
4;37;(28, 34);n;moving;wait
5;37;(17, 8);s;moving;move_forward
6;37;None;s;waiting;nothing
7;37;(16, 25);w;moving;move_forward
8;37;(46, 12);w;moving;move_forward
9;37;(16, 28);w;moving;move_forward
0;38;(34, 28);e;moving;move_forward
1;38;None;e;waiting;nothing
2;38;(12, 32);s;stopped;wait
3;38;(14, 32);n;stopped;wait
4;38;(28, 34);n;stopped;move_forward
5;38;(18, 8);s;moving;move_forward
6;38;None;s;waiting;nothing
7;38;(16, 24);w;moving;move_forward
8;38;(46, 11);w;moving;move_forward
9;38;(16, 27);w;moving;move_forward
0;39;(34, 29);e;moving;move_forward
1;39;None;e;waiting;nothing
2;39;(12, 32);s;stopped;wait
3;39;(14, 32);n;stopped;move_right
4;39;(27, 34);n;moving;move_forward
5;39;(19, 8);s;moving;move_forward
6;39;None;s;waiting;nothing
7;39;(16, 23);w;moving;move_forward
8;39;(46, 10);w;moving;move_forward
9;39;(16, 26);w;moving;move_forward
0;40;(34, 30);e;moving;move_forward
1;40;None;e;waiting;nothing
2;40;(12, 32);s;stopped;wait
3;40;(14, 33);e;moving;move_left
4;40;(26, 34);n;moving;move_forward
5;40;(20, 8);s;moving;move_forward
6;40;None;s;waiting;nothing
7;40;(16, 22);w;moving;wait
8;40;(46, 9);w;moving;move_forward
9;40;(16, 25);w;moving;move_forward
0;41;(34, 31);e;moving;move_forward
1;41;None;e;waiting;nothing
2;41;(12, 32);s;stopped;move_forward
3;41;(13, 33);n;moving;wait
4;41;(25, 34);n;moving;wait
5;41;(21, 8);s;moving;move_forward
6;41;None;s;waiting;nothing
7;41;(16, 22);w;stopped;wait
8;41;(46, 8);w;moving;move_right
9;41;(16, 24);w;moving;move_forward
0;42;(34, 32);e;moving;move_forward
1;42;None;e;waiting;nothing
2;42;(13, 32);s;moving;move_left
3;42;(13, 33);n;stopped;move_forward
4;42;(25, 34);n;stopped;move_forward
5;42;(22, 8);s;moving;move_forward
6;42;None;s;waiting;nothing
7;42;(16, 22);w;stopped;move_forward
8;42;(45, 8);n;moving;move_forward
9;42;(16, 23);w;moving;move_forward
0;43;(34, 33);e;moving;move_forward
1;43;None;e;waiting;nothing
2;43;(13, 33);e;moving;move_right
3;43;None;n;done;move_forward
4;43;(24, 34);n;moving;move_forward
5;43;(23, 8);s;moving;move_forward
6;43;None;s;waiting;nothing
7;43;(16, 21);w;moving;move_forward
8;43;(44, 8);n;moving;move_forward
9;43;(16, 22);w;moving;move_forward
0;44;(34, 34);e;moving;move_left
1;44;None;e;waiting;nothing
2;44;(14, 33);s;moving;wait
3;44;None;n;done;nothing
4;44;(23, 34);n;moving;wait
5;44;(24, 8);s;moving;move_forward
6;44;None;s;waiting;nothing
7;44;(16, 20);w;moving;move_forward
8;44;(43, 8);n;moving;wait
9;44;(16, 21);w;moving;move_forward
0;45;(33, 34);n;moving;move_forward
1;45;None;e;waiting;nothing
2;45;(14, 33);s;stopped;wait
3;45;None;n;done;nothing
4;45;(23, 34);n;stopped;wait
5;45;(25, 8);s;moving;wait
6;45;None;s;waiting;nothing
7;45;(16, 19);w;moving;move_forward
8;45;(43, 8);n;stopped;wait
9;45;(16, 20);w;moving;move_forward
0;46;(32, 34);n;moving;move_forward
1;46;None;e;waiting;nothing
2;46;(14, 33);s;stopped;wait
3;46;None;n;done;nothing
4;46;(23, 34);n;stopped;wait
5;46;(25, 8);s;stopped;move_forward
6;46;None;s;waiting;nothing
7;46;(16, 18);w;moving;move_forward
8;46;(43, 8);n;stopped;wait
9;46;(16, 19);w;moving;move_left
0;47;(31, 34);n;moving;move_forward
1;47;None;e;ready to depart;move_forward
2;47;(14, 33);s;stopped;wait
3;47;None;n;done;nothing
4;47;(23, 34);n;stopped;wait
5;47;(26, 8);s;moving;move_forward
6;47;None;s;waiting;nothing
7;47;(16, 17);w;moving;move_forward
8;47;(43, 8);n;stopped;wait
9;47;(17, 19);s;moving;move_right
0;48;(30, 34);n;moving;move_forward
1;48;(16, 17);e;moving;move_forward
2;48;(14, 33);s;stopped;wait
3;48;None;n;done;nothing
4;48;(23, 34);n;stopped;wait
5;48;(27, 8);s;moving;move_forward
6;48;None;s;waiting;nothing
7;48;(16, 16);w;moving;move_forward
8;48;(43, 8);n;stopped;wait
9;48;(17, 18);w;moving;wait
0;49;(29, 34);n;moving;move_forward
1;49;(16, 18);e;moving;move_forward
2;49;(14, 33);s;stopped;wait
3;49;None;n;done;nothing
4;49;(23, 34);n;stopped;wait
5;49;(28, 8);s;moving;move_forward
6;49;None;s;waiting;nothing
7;49;(16, 15);w;moving;wait
8;49;(43, 8);n;stopped;wait
9;49;(17, 18);w;stopped;move_right
0;50;(28, 34);n;moving;move_forward
1;50;(16, 19);e;moving;move_forward
2;50;(14, 33);s;stopped;wait
3;50;None;n;done;nothing
4;50;(23, 34);n;stopped;wait
5;50;(29, 8);s;moving;move_forward
6;50;None;s;waiting;nothing
7;50;(16, 15);w;stopped;wait
8;50;(43, 8);n;stopped;wait
9;50;(16, 18);n;moving;move_left
0;51;(27, 34);n;moving;move_forward
1;51;(16, 20);e;moving;move_forward
2;51;(14, 33);s;stopped;wait
3;51;None;n;done;nothing
4;51;(23, 34);n;stopped;wait
5;51;(30, 8);s;moving;move_forward
6;51;None;s;waiting;nothing
7;51;(16, 15);w;stopped;wait
8;51;(43, 8);n;stopped;wait
9;51;(16, 17);w;moving;move_forward
0;52;(26, 34);n;moving;move_forward
1;52;(16, 21);e;moving;move_forward
2;52;(14, 33);s;stopped;wait
3;52;None;n;done;nothing
4;52;(23, 34);n;stopped;wait
5;52;(31, 8);s;moving;move_forward
6;52;None;s;waiting;nothing
7;52;(16, 15);w;stopped;wait
8;52;(43, 8);n;stopped;wait
9;52;(16, 16);w;moving;move_left
0;53;(25, 34);n;moving;move_forward
1;53;(16, 22);e;moving;move_forward
2;53;(14, 33);s;stopped;wait
3;53;None;n;done;nothing
4;53;(23, 34);n;stopped;wait
5;53;(32, 8);s;moving;move_forward
6;53;None;s;waiting;nothing
7;53;(16, 15);w;stopped;wait
8;53;(43, 8);n;stopped;wait
9;53;(17, 16);s;moving;move_right
0;54;(24, 34);n;moving;move_forward
1;54;(16, 23);e;moving;move_forward
2;54;(14, 33);s;stopped;wait
4;54;(23, 34);n;stopped;move_forward
5;54;(33, 8);s;moving;wait
6;54;None;s;waiting;nothing
7;54;(16, 15);w;stopped;move_forward
8;54;(43, 8);n;stopped;move_forward
9;54;(17, 15);w;moving;move_right
0;55;(23, 34);n;moving;move_forward
1;55;(16, 24);e;moving;move_forward
2;55;(14, 33);s;stopped;wait
4;55;(22, 34);n;moving;move_forward
5;55;(33, 8);s;stopped;move_forward
6;55;None;s;waiting;nothing
7;55;(16, 14);w;moving;move_forward
8;55;(42, 8);n;moving;move_forward
9;55;(16, 15);n;moving;wait
0;56;(22, 34);n;moving;move_forward
1;56;(16, 25);e;moving;move_forward
2;56;(14, 33);s;stopped;wait
4;56;(21, 34);n;moving;move_forward
5;56;(34, 8);s;moving;move_left
6;56;None;s;waiting;nothing
7;56;(16, 13);w;moving;move_forward
8;56;(41, 8);n;moving;wait
9;56;(16, 15);n;stopped;wait
0;57;(21, 34);n;moving;move_forward
1;57;(16, 26);e;moving;move_forward
2;57;(14, 33);s;stopped;wait
4;57;(20, 34);n;moving;move_forward
5;57;(34, 9);e;moving;move_forward
6;57;None;s;waiting;nothing
7;57;(16, 12);w;moving;move_forward
8;57;(41, 8);n;stopped;wait
9;57;(16, 15);n;stopped;wait
0;58;(20, 34);n;moving;move_forward
1;58;(16, 27);e;moving;move_forward
2;58;(14, 33);s;stopped;wait
4;58;(19, 34);n;moving;move_forward
5;58;(34, 10);e;moving;move_forward
6;58;None;s;waiting;nothing
7;58;(16, 11);w;moving;move_forward
8;58;(41, 8);n;stopped;wait
9;58;(16, 15);n;stopped;wait
0;59;(19, 34);n;moving;move_forward
1;59;(16, 28);e;moving;move_forward
2;59;(14, 33);s;stopped;wait
4;59;(18, 34);n;moving;move_forward
5;59;(34, 11);e;moving;move_forward
6;59;None;s;waiting;nothing
7;59;(16, 10);w;moving;move_forward
8;59;(41, 8);n;stopped;wait
9;59;(16, 15);n;stopped;wait
0;60;(18, 34);n;moving;move_forward
1;60;(16, 29);e;moving;move_forward
2;60;(14, 33);s;stopped;wait
4;60;(17, 34);n;moving;move_forward
5;60;(34, 12);e;moving;move_forward
6;60;None;s;waiting;nothing
7;60;(16, 9);w;moving;move_forward
8;60;(41, 8);n;stopped;move_forward
9;60;(16, 15);n;stopped;move_left
0;61;(17, 34);n;moving;wait
1;61;(16, 30);e;moving;move_forward
2;61;(14, 33);s;stopped;wait
4;61;(16, 34);n;moving;move_left
5;61;(34, 13);e;moving;move_forward
6;61;None;s;waiting;nothing
7;61;(16, 8);w;moving;wait
8;61;(40, 8);n;moving;move_forward
9;61;(16, 14);w;moving;move_forward
0;62;(17, 34);n;stopped;wait
1;62;(16, 31);e;moving;move_forward
2;62;(14, 33);s;stopped;wait
4;62;(16, 33);w;moving;wait
5;62;(34, 14);e;moving;move_forward
6;62;None;s;waiting;nothing
7;62;(16, 8);w;stopped;wait
8;62;(39, 8);n;moving;move_forward
9;62;(16, 13);w;moving;move_forward
0;63;(17, 34);n;stopped;move_forward
1;63;(16, 32);e;moving;move_left
2;63;(14, 33);s;stopped;wait
4;63;(16, 33);w;stopped;move_forward
5;63;(34, 15);e;moving;move_forward
6;63;None;s;waiting;nothing
7;63;(16, 8);w;stopped;move_left
8;63;(38, 8);n;moving;move_forward
9;63;(16, 12);w;moving;wait
0;64;(16, 34);n;moving;move_left
1;64;(15, 32);n;moving;move_forward
2;64;(14, 33);s;stopped;wait
4;64;(16, 32);w;moving;move_forward
5;64;(34, 16);e;moving;move_forward
6;64;None;s;waiting;nothing
7;64;(17, 8);s;moving;move_forward
8;64;(37, 8);n;moving;move_forward
9;64;(16, 12);w;stopped;wait
0;65;(16, 33);w;moving;move_forward
1;65;(14, 32);n;moving;move_forward
2;65;(14, 33);s;stopped;wait
4;65;(16, 31);w;moving;move_forward
5;65;(34, 17);e;moving;move_forward
6;65;None;s;waiting;nothing
7;65;(18, 8);s;moving;wait
8;65;(36, 8);n;moving;move_forward
9;65;(16, 12);w;stopped;wait
0;66;(16, 32);w;moving;move_forward
1;66;(13, 32);n;moving;move_forward
2;66;(14, 33);s;stopped;wait
4;66;(16, 30);w;moving;move_forward
5;66;(34, 18);e;moving;move_forward
6;66;None;s;waiting;nothing
7;66;(18, 8);s;stopped;move_forward
8;66;(35, 8);n;moving;move_forward
9;66;(16, 12);w;stopped;wait
0;67;(16, 31);w;moving;move_forward
1;67;(12, 32);n;moving;move_forward
2;67;(14, 33);s;stopped;wait
4;67;(16, 29);w;moving;move_forward
5;67;(34, 19);e;moving;wait
6;67;None;s;waiting;nothing
7;67;(19, 8);s;moving;move_forward
8;67;(34, 8);n;moving;move_forward
9;67;(16, 12);w;stopped;wait
0;68;(16, 30);w;moving;move_forward
1;68;(11, 32);n;moving;move_forward
2;68;(14, 33);s;stopped;wait
4;68;(16, 28);w;moving;move_forward
5;68;(34, 19);e;stopped;move_forward
6;68;None;s;waiting;nothing
7;68;(20, 8);s;moving;move_forward
8;68;(33, 8);n;moving;move_forward
9;68;(16, 12);w;stopped;move_forward
0;69;(16, 29);w;moving;move_forward
1;69;(10, 32);n;moving;move_forward
2;69;(14, 33);s;stopped;wait
4;69;(16, 27);w;moving;move_forward
5;69;(34, 20);e;moving;move_forward
6;69;None;s;waiting;nothing
7;69;(21, 8);s;moving;move_forward
8;69;(32, 8);n;moving;move_forward
9;69;(16, 11);w;moving;move_forward
0;70;(16, 28);w;moving;move_forward
1;70;(9, 32);n;moving;move_forward
2;70;(14, 33);s;stopped;wait
4;70;(16, 26);w;moving;move_forward
5;70;(34, 21);e;moving;move_forward
6;70;None;s;waiting;nothing
7;70;(22, 8);s;moving;move_forward
8;70;(31, 8);n;moving;move_forward
9;70;(16, 10);w;moving;move_forward
0;71;(16, 27);w;moving;move_forward
1;71;(8, 32);n;moving;move_left
2;71;(14, 33);s;stopped;move_right
4;71;(16, 25);w;moving;move_forward
5;71;(34, 22);e;moving;move_forward
6;71;None;s;waiting;nothing
7;71;(23, 8);s;moving;move_forward
8;71;(30, 8);n;moving;move_forward
9;71;(16, 9);w;moving;move_forward
0;72;(16, 26);w;moving;move_forward
1;72;(8, 31);w;moving;move_forward
2;72;(14, 32);w;moving;move_left
4;72;(16, 24);w;moving;move_forward
5;72;(34, 23);e;moving;move_forward
6;72;None;s;waiting;nothing
7;72;(24, 8);s;moving;wait
8;72;(29, 8);n;moving;wait
9;72;(16, 8);w;moving;wait
0;73;(16, 25);w;moving;move_forward
1;73;(8, 30);w;moving;move_forward
2;73;(15, 32);s;moving;move_forward
4;73;(16, 23);w;moving;move_forward
5;73;(34, 24);e;moving;move_forward
6;73;None;s;waiting;nothing
7;73;(24, 8);s;stopped;wait
8;73;(29, 8);n;stopped;move_forward
9;73;(16, 8);w;stopped;wait
0;74;(16, 24);w;moving;move_forward
1;74;(8, 29);w;moving;move_forward
2;74;(16, 32);s;moving;wait
4;74;(16, 22);w;moving;move_forward
5;74;(34, 25);e;moving;move_forward
6;74;None;s;waiting;nothing
7;74;(24, 8);s;stopped;wait
8;74;(28, 8);n;moving;move_forward
9;74;(16, 8);w;stopped;wait
0;75;(16, 23);w;moving;move_forward
1;75;(8, 28);w;moving;move_forward
2;75;(16, 32);s;stopped;wait
4;75;(16, 21);w;moving;move_forward
5;75;(34, 26);e;moving;move_forward
6;75;None;s;waiting;nothing
7;75;(24, 8);s;stopped;wait
8;75;(27, 8);n;moving;move_forward
9;75;(16, 8);w;stopped;wait
0;76;(16, 22);w;moving;move_forward
1;76;(8, 27);w;moving;move_forward
2;76;(16, 32);s;stopped;move_right
4;76;(16, 20);w;moving;move_forward
5;76;(34, 27);e;moving;move_forward
6;76;None;s;waiting;nothing
7;76;(24, 8);s;stopped;wait
8;76;(26, 8);n;moving;move_right
9;76;(16, 8);w;stopped;move_left
0;77;(16, 21);w;moving;wait
1;77;(8, 26);w;moving;move_forward
2;77;(16, 31);w;moving;wait
4;77;(16, 19);w;moving;move_left
5;77;(34, 28);e;moving;move_forward
6;77;None;s;waiting;nothing
7;77;(24, 8);s;stopped;wait
8;77;(26, 9);e;moving;move_forward
9;77;(17, 8);s;moving;move_forward
0;78;(16, 21);w;stopped;wait
